,userName,score,at,content,clean_teks,polarity_score,polarity
279,YU YU,1,2023-11-20T16:44:17.000,Tolong dong ini buat aplikasi capcut di benerkan lgi saya baru saja mah ngedit tetapi saja tidah bisa trus sedang mengedit sampai ber jam2 tolong lah buat pengguna capcut di perbaikan lgi supaya tidak buang2 waktu cuma buat ngedit begini 🙏,"tolong,buat,aplikasi,lagi,saya,saja,saja,sampai,tolong,buat,guna,baik,lagi,supaya,tidak,buang,cuma,buat,begini",-29,negative
280,Firman Sinambela,1,2023-11-15T03:55:01.000,"Udah lemot,banyak bug lagi,banyak iklan nya kepencet dikit langsung pindah ke play store. asli ini aplikasi bikin naik darah","sudah,pencet,dikit,langsung,pindah,main,asli,aplikasi,naik,darah",6,positive
281,Rohadi Rohadi,5,2023-11-24T15:57:29.000,"Terimakasih, banyak. Capcut saya bisa buat video edit dengan musik dan caption. Sangat mengapresiasi dan menghibur 👍😇","terima kasih,banyak,saya,buat,musik,sangat",11,positive
282,Qila050,5,2023-11-25T21:24:16.000,ini bagus banget buat ngedit vidio atau foto saya suka tapi tolong ya admin nya kurangin ngeleg nya karna saya setiap buka capcut sering keluar sendiri tapi saya tetep kasih bintang 5 buat capcut🤗🎉🙏💐,"bagus,buat,foto,saya,suka,tolong,karena,saya,buka,sering,keluar,sendiri,saya,kasih,buat",-2,negative
283,Izzaura Kayana,1,2023-11-25T20:43:03.000,Dulu sebelum ke update biasa aja kok sekarang malahan gak bisa nambahin foto foto bebas malahan bisa nya pake foto yg ada di template capcut!,"terbaru,biasa,saja,foto,foto,bebas,foto,yang,ada",7,positive
284,Paws official,1,2023-11-21T00:28:54.000,"Turun lagi bintang! bug semakin parah! Tolong di fix, bug pada saat mengubah word art terjadi bug pada caption. Bug audio perangkat loading, bug geser audio, bug animasi.","turun,lagi,makin,parah,tolong,pada,kata,jadi,pada,geser",-12,negative
285,Mifthahul Jannah,4,2023-11-17T09:59:34.000,"Makin hari memang ditambah fitur dan berbagai ikon yang menarik tapi agak bug,saya mau template yang ini malah hilang langsung.Tolong donk min diperbaiki lagi,agar saya bisa ngedit capcut dengan mudah😃","makin,memang,tambah,lambang,yang,tarik,mau,yang,hilang,baik,saya,mudah",10,positive
286,Linda Linda,2,2023-11-18T19:35:24.000,"Capcut knp sih kok jadi gini, yang dulunya kalo mau ngedit langsung muncul ftonya sekrang kok jadi ""belum ada media"" Terus padahal penyimpanan sinyal udah bagus tolong di perbaiki","jadi,yang,kalau,mau,langsung,muncul,jadi,ada,simpan,sudah,bagus,tolong,baik",12,positive
287,agil ghani,3,2023-11-04T16:58:44.000,"Tolong dong pihak capcut, atau developer capcut benerin... Soalnya ketika saya search video/template di kolom pencarian malah ""Tidak Dapat Dimuat, Coba Lagi"" tolong di fix kan problemnya... Jadi susah nyari.","tolong,pihak,soal,saya,cari,tidak,dapat,coba,lagi,tolong,masalah,jadi,susah,mencari",-27,negative
288,Badai Pras,4,2023-11-29T14:44:07.000,Aplikasi ini bagus sangat menbantu saya mengedit atau mengerjakan tugas dengan mudah tapi aplikasi ini sering sekali macet saat mengedit jadi saya sarankan tolong di pebarui lagi biar bertambah mudah,"aplikasi,bagus,sangat,saya,tugas,mudah,aplikasi,sering,sekali,jadi,saya,saran,tolong,lagi,tambah,mudah",1,positive
289,Muhammsd al fahri Fahri,1,2023-11-11T10:39:43.000,"Makin kesini kok makin nge bug yaa Masi lumayan versi lama daripada versi sekarang Padahal jaringan lagi lancar²nya malah macet² Nggak bisa mau sesuai kan klip Nya Tolong di perbaiki dong, ditingkatkan lagi Aplikasinya Sekian terimakasih","makin,makin,lumayan,lama,jaringan,lagi,tidak,mau,sesuai,tolong,baik,tingkat,lagi,aplikasi,terima kasih",4,positive
290,Enik Zidah,4,2023-11-16T11:49:50.000,"Tolong dong ,capcut saya lag ,tiba-tiba keluar dan gabisa nyimpen template di proyek dan tiba-tiba keluar solusinya gimana yaa? Saya jadi males ngedit kalo lag🙏🙏","tolong,saya,keluar,keluar,solusi,saya,jadi,males,kalau",-15,negative
291,Munjiyah Sanusi,5,2023-11-21T19:29:18.000,"Aplikasi nya bagus terus banyak video video yang lagi trend di tiktok,dan banyak video yang aku suka,dan satu lagi gak bosen bosen ngedit video di aplikasi capcut ini kok jadi aku kasih bintang lima aja","aplikasi,bagus,banyak,yang,lagi,banyak,yang,aku,satu,lagi,aplikasi,jadi,aku,kasih,saja",-9,negative
292,Yusuf Ardabili,5,2023-11-24T09:46:58.000,"Aplikasi ini reckmended banget buat edit 2 video, dengan fitur2 yang lengkap dan kualitas video super hd. Recomended pokoknya khususnya buat yg hobbi2 edit2 tanpa ribet harus pake pc","aplikasi,buat,yang,lengkap,kualitas,super,pokok,buat,yang,ribet,harus",-9,negative
293,Ari Marselino,5,2023-11-27T02:06:22.000,Kalau saya pribadi mengatakan aplikasinya bagus serta mudah dalam penggunaannya bahkan dari segi sistem juga bagus tapi tolong diperbagus lagi kadang saya kalau lgi kirim videonya suka keluar dari apknya sendiri,"kalau,saya,kata,aplikasi,bagus,serta,mudah,dalam,guna,dari,segi,sistem,bagus,tolong,bagus,lagi,kadang,saya,kalau,lagi,kirim,suka,keluar,dari,aplikasi,sendiri",-21,negative
294,Kayana,3,2023-11-14T23:11:38.000,"Apsih ini Anjjj, Masa lgi ngedit video tiba2 kepencet sendiri yg aku lgi ngedit di bagian 03.40 tiba kepencet ke 05.00 (contoh), Pas Pake template jg error tiba2 malah muncul Gambar ini telah dihapus dri memori anda (Gambar dri templatenya) Menggangu, Selebihnya sih oke2 aja.","lagi,pencet,sendiri,yang,aku,lagi,bagi,pencet,pas,error,muncul,gambar,hapus,dari,anda,gambar,dari,lebih,oke,saja",-21,negative
295,Nabil NABIL MLOVRS,1,2023-11-22T22:19:44.000,aplikasi memuat efeknya lama bangett paling males buat ngedit padahal dulu lancar lancar aja sekarang lama banget Apa lagi pas udah bisa lambat banget gerak nya foto/vidionya,"aplikasi,efek,lama,males,buat,lancar,lancar,saja,lama,apa,lagi,pas,sudah,lambat",-6,negative
296,Realme C21y,1,2023-11-19T16:44:41.000,"Mengapa pas mau meng expor video nya ada tulisan ""cap cut"" padahal saya sudah memilih yang ""expor tanpa tanda air"" tapi sama saja masih ada tulisan cap cut nya, sangat mengecewakan sekali","pas,mau,ada,saya,sudah,pilih,yang,tanda,air,sama,saja,ada,sangat,sekali",8,positive
297,Muhammad Mustofa,1,2023-11-05T18:07:57.000,"Perlu perbaikan sistem yang sering ngebug musik dan video gak sinkron saat ngedit, waktu download juga lama.","perlu,baik,sistem,yang,sering,musik,sinkron,lama",-2,negative
298,peggy .andrian,1,2023-11-25T13:36:49.000,Bikin ga betah makin kesini pakai capcut...di update malah templatenya hilang padahal itu lebih memudahkan pengguna mengedit videonya...malah ilang...👎👎,"tidak,makin,terbaru,hilang,itu,lebih,mudah,guna,hilang",11,positive
299,Dewa Tara,1,2023-11-15T10:39:22.000,Kenapa suara musik tamplet nya kagak ada ya kok setelah update jadi nyeleneh gini...pastiin kek performa updatenya ngeselin lama lama.,"suara,musik,tidak,ada,terbaru,jadi,seperti,terbaru,ngeselin,lama,lama",-2,negative
300,sarumi indah,2,2023-11-19T21:40:45.000,"Capcut kenapa sekarang???? , suara iklan nya mengganggu banget pas ngedit template, mana gabisa di mute jadi gavisa bedain bunyi sound dan suara iklan, ihhh keselll","suara,ganggu,pas,jadi,bunyi,suara,ihhh",2,positive
301,Zurman Rivliansyah,1,2023-11-19T16:56:16.000,Terjadi BUG lagi pada saat pemindaian musik pada penyimpanan saya dengan masalah list musik tidak muncul-muncul,"jadi,lagi,pada,musik,pada,simpan,saya,masalah,musik,tidak",-19,negative
302,Habibi Abdullah,4,2023-11-16T21:53:13.000,Aplikasi apa lah update mulu tapi gpp aplikasi cap cut tetap terbaik tapi juga ada kekurangan seperti saat sudah di ekspor dan nanti kualitas video nya yg burik nya omagat,"aplikasi,apa,terbaru,melulu,aplikasi,tetap,baik,ada,kurang,seperti,sudah,nanti,kualitas,yang",-4,negative
303,Muhamad Fahriansyah,5,2023-11-13T10:48:50.000,"CapCut adalah aplikasi editing video dan pembuatan video dengan musik untuk TikTok, tidak berbayar dan mudah digunakan. Recommended banget buat editing!!","aplikasi,buat,musik,tidak,bayar,mudah,guna,buat",1,positive
304,yuyu yulianti,4,2023-11-07T15:07:10.000,"Untuk apli nya bgus² aja tpi, kadang² suka nge lag tpi sinyal ny itu bagus, kadang² juga suka keluar sendiri pas mau masuk lagi lama bet nunggu nya Tapi is oky not bad untuk saya yg suka jj wkwk. Maaf klo ada tutur kata yg kurang baik.","bagus,saja,kadang,suka,itu,bagus,kadang,suka,keluar,sendiri,pas,mau,lagi,lama,nunggu,bad,saya,yang,suka,tertawa,maaf,kalau,ada,tutur,kata,yang,kurang,baik",5,positive
305,30KN Keika,4,2023-11-24T18:06:43.000,untuk efek video udh bagus banget tetapi yang kurang mungkin efek video bisa di tambahkan dengan yang lain sama kalau bisa saat pencarian efek atau apapun itu pengen nya tu yang konsep ya tu sama yang kita mau cari,"efek,bagus,yang,kurang,mungkin,efek,tambah,yang,lain,sama,kalau,cari,efek,apa,itu,yang,sama,yang,mau,cari",-15,negative
306,Ripai M,1,2023-11-05T21:22:37.000,Sangat kecewa dengan aplikasi capcut setelah ngedit tidak ada pilihan simpan atau hapus gw cuma make sekali pas keluar udh otomatis ke simpen jadi banyak bener proyek yang ga kepake tolong bikin pilihan opsi dan tambahkan mode miring pada android soalnya gw lebih suka ngedit dengan posisi hp yang miring,"sangat,aplikasi,tidak,ada,pilih,simpan,hapus,saya,cuma,sekali,pas,keluar,otomatis,jadi,banyak,benar,yang,tidak,tolong,pilih,tambah,miring,pada,soal,saya,lebih,suka,yang,miring",-35,negative
307,David Official CHANNEL,3,2023-11-24T23:43:46.000,"Sebenarnya aku suka capcut dulu karena gak ada fitur pro, lebih mudah,dan gak ngebug. Tapi sekarang udah terlalu banyak fitur pro, udah makin ngelag dan ngebug. Tapi aku suka fitur pro. But that why, kenapa Capcut pro?? Gara gara banyak penggunaan aplikasi ini kah? Tolong ya diperbaiki bug nya","benar,aku,suka,karena,ada,lebih,sudah,terlalu,banyak,sudah,makin,aku,suka,mungkin,itu,why,gara,gara,banyak,guna,aplikasi,tolong,baik",10,positive
308,Arbi Anto,2,2023-11-05T15:20:18.000,Sejak update ke versi terbaru jadi agak mengecewakan karena banyak hasil editing video kurang memuaskan seperti slomotion templat yang patah patah tidak kaya sebelumnya yang sangat smoth jadi bukan masalah kapasitas hp tapi aplikasinya yang tidak mendukung untuk lebih bagus,"terbaru,jadi,karena,banyak,hasil,kurang,muas,seperti,yang,patah,patah,tidak,kaya,yang,sangat,jadi,bukan,masalah,kapasitas,aplikasi,yang,tidak,dukung,lebih,bagus",-19,negative
309,Muhammad Dani,3,2023-11-12T21:08:37.000,"Sebenernya sebelumnya udah bagus. Cuman baru baru ini saat saya menggunakan template. Trus saya klik bacaan ""ekspor tanpa tanda air"" bacaan capcut di atas vidio. Masih tetap ada. Membuat penampilan vidio agak kurang menarik. Tolong di bantu ya min🙏🙏","sebenarnya,sudah,bagus,saya,guna,saya,baca,tanda,air,baca,atas,tetap,ada,buat,tampil,kurang,tarik,tolong,bantu",12,positive
310,Ichwa Anggi,1,2023-11-10T15:31:16.000,"aplikasi gk jelas ekspor gk bisa"" padahal udh update tapi makin gk ngotak,ngotak dikit dong kalo buat aplikasi makin hari makin aneh aja kurang suka aku sama aplikasi satu ini gk masuk diakal hapus aja udh dari pada buat aplikasi tapi gk guna buat ngedit pun susah tolong ya di perbaiki bug"" yg ada di dalam aplikasi ini","aplikasi,tidak,jelas,tidak,terbaru,makin,tidak,dikit,kalau,buat,aplikasi,makin,makin,aneh,saja,kurang,suka,aku,sama,aplikasi,satu,tidak,hapus,saja,dari,pada,buat,aplikasi,tidak,guna,buat,pun,susah,tolong,baik,yang,ada,dalam,aplikasi",-41,negative
311,Nenden Novia lestari,1,2023-11-04T17:20:25.000,"Gabisa di buka padahal udah sering di update terus loading nya lama banget kalo klik capcut nya lewat tiktok, parah udah di instal di download lagi malah gabisa dibuka! Perbaiki lagi dong","buka,sudah,sering,terbaru,lama,kalau,lewat,parah,sudah,pasang,lagi,buka,baik,lagi",12,positive
312,Keysa Alivia,1,2023-11-04T09:51:09.000,"Ini buat, Kreator nya tolong ya perbaiki lagi apk capcut nya soalnya masa setiap kalo saya nyoba' Tamplet, kyk ngelag gitu, jadi tolong ya buat Kreator apk capcut nya di perbaiki. Maaf saya kasih bintang ⭐ dulu sebelum itu di perbaiki, sekian dari saya makasih. 🙏🏼😌","buat,tolong,baik,lagi,aplikasi,soal,kalau,saya,coba,seperti,jadi,tolong,buat,aplikasi,baik,maaf,saya,kasih,itu,baik,dari,saya,terima kasih",-9,negative
313,Oppo Reno,5,2023-11-04T18:24:53.000,"Aplikasi untuk edit foto atau video yang paling keren dan simpel untuk saat ini, fitur-fiturnya bisa untuk menghemat waktu dan gampang dipahami pada saat mengedit:)","aplikasi,foto,yang,simpel,hemat,gampang,pada",2,positive
314,Sitinur fadhillah,5,2023-11-07T06:57:59.000,Aplikasi nya bagus banget dan banyak filter filter gratis yang bisa kita pake dan ada juga tamplate tamplate yang bagus dan menarik justru aku lebih suka capcut yang sekarang sih karena vidio tamplate nya tuh bisa kita simpen di akun kita tapi cuman kekurangannya sedikit sih pas kita scroll tiba tiba ada iklan yang muncu Itu aja sih pendapat aku tapi bagus kok aplikasi capcutnya aku suka,"aplikasi,bagus,banyak,gratis,yang,ada,yang,bagus,tarik,aku,lebih,suka,yang,karena,kurang,sedikit,pas,ada,yang,itu,saja,dapat,aku,bagus,aplikasi,aku,suka",-2,negative
315,Sumartiah Naufal,5,2023-11-11T12:22:50.000,"Sangat membantu saya, aplikasinya sangat mudah di oprasi kan, fiturnya lengkap bahkan banyak refresi bagus2 dr editor/ kreator2 lain, rekomendasi banget dan terimakasih banyak🙏","sangat,bantu,saya,aplikasi,sangat,mudah,lengkap,banyak,bagus,dari,lain,terima kasih,banyak",14,positive
316,Muhammad Yusuf,2,2023-11-05T16:20:11.000,"Apknya sdh sngt bagus,TPI dari segi kualitas nya,menurun dan juga sering ngeleg dan patah2,dari segi grafik masih Oky ,TPI dari segi efeknya menurun juga jadi,tolong diperbaiki ya developer agar kedepanya makin lancar lgi dan tidak patah2 lagi,itu saja,terimakasih🙏","aplikasi,sangat,dari,segi,kualitas,sering,segi,dari,segi,efek,turun,baik,agar,makin,lancar,lagi,tidak,patah",-14,negative
317,Nabawi gaming,5,2023-11-04T07:48:03.000,"saya suka sekali untuk menjadi VTuber untuk apk capcut, tapi saat memproses itu aga lama, dan template nya misal nya ""100"" udah kayak gitu kan proses nah beberapa template gabisa di ekspor, dan ngabisin banyak waktu mungkin segini saja percakapan saya. assalamu'alaikum warahmatullaahi wara Bu katu","saya,suka,sekali,jadi,aplikasi,proses,itu,lama,sudah,kayak,proses,banyak,mungkin,saja,cakap,saya,assalamualaikum,wara",-10,negative
318,Mora Familly,1,2023-11-14T22:51:50.000,"lag parah padahal ram dan memory masih bebas, Suara yg kita download sering gk kebaca,malahan eror, contoh kita download suara A dari crome trus kita pakai dicapcut, kmudian hapus dari galeri, kmudian download lagi suara B dari crome,suaranya bukan suara B melainkan suara A yg dihapus td,suara B nya gk kebaca kedua,pemaikaiannya mode online,gk bisa offline, sekarang makin parah tambah parah,negdit untuk durasi 5menit lag parah,lebih bagus kine master,ini mah hanya untuk jedag jedug aja 🤣","parah,bebas,suara,yang,sering,tidak,error,suara,dari,hapus,dari,lagi,suara,dari,bukan,suara,lain,suara,yang,hapus,tidak,baca,makin,parah,tambah,bagus,hanya,saja",-47,negative
319,Rendy Offical,1,2023-11-04T20:57:40.000,"apk nya tmbh gk jelas habis update pas mo ekspor memuat efek nya lama bener dari jam 12 siang sampe jam 10 malem masih gk bisa di ekspor,emang seperti lolot apk nya huu,lagi ada kesalahan lagi dri cpcut memuat efek lama bener sampe di uninstall,instal lagi masih gak bisa dri memuat efek, tolong developer benerin lagi gua sampe kesel sma apk capcut ini tolol banget padahal udah pake wifi/ data","aplikasi,tambah,tidak,jelas,habis,terbaru,pas,mau,efek,lama,benar,dari,sampai,malam,tidak,seperti,aplikasi,ada,salah,lagi,dari,efek,lama,benar,sampai,lagi,dari,efek,tolong,lagi,saya,sampai,kesel,sama,aplikasi,tolol,sudah,data",-24,negative
320,Keysia Gracia,5,2023-11-05T09:42:11.000,"Capcut ini sangat bagus,saya menyukai nya,nanti boleh diperbarui lagi? Karena ada sedikit bug tapi saya akan tetap kasih 5 bintang karena pembuat vidio,foto,atau tmplet sangat bagus..... Jadi sekian terima kasih","sangat,suka,boleh,lagi,karena,ada,sedikit,saya,tetap,kasih,karena,buat,sangat,bagus,jadi,terima,kasih",12,positive
321,Mastermind Lord,2,2023-11-05T11:02:45.000,"Makin di-update Kok makin turun kualitasnya? Fitur makin banyak, tapi percuma kalau pas diekspor video saya malah rusak/kedip/glitch, ini bukan perkara Hp jadul atau sinyal jelek, tapi kualitas ekspornya semakin menurun, padahal dulu bagus-bagus aja... saran dari saya mending benerin kualitas ekspor dulu daripada nambah fitur-fitur begitu","makin,terbaru,makin,turun,kualitas,makin,banyak,percuma,kalau,pas,saya,bukan,perkara,jelek,kualitas,makin,turun,saja,saran,dari,saya,kualitas",13,positive
322,Susi Ferawati,4,2023-11-09T18:25:51.000,"Aplikasi ini sangat bgus, tapi tolong saat mencoba vidio itu lagu nya sudah mulai tapi video nya belum jadi susah saat melihat foto nya sudah pas atau belum, tapi saat sudah di ekspor lagu dan vidio nya barengan","aplikasi,sangat,bagus,tolong,coba,itu,lagu,sudah,mulai,jadi,susah,lihat,foto,sudah,pas,sudah,lagu,bareng",23,positive
323,Poppy Aja,5,2023-11-04T23:03:18.000,"saya menyukai capcut tapi ada beberapa hal yang ingin saya sampaikan, 1).kenapa capcut sering keluar sendiri 2).baru juga mau di pratinjau malah gabisa 3).sering henk...itu sjaaa dari saya jadi,mohon di perbaiki lagi capcutnya","saya,suka,ada,yang,saya,sampai,sering,keluar,sendiri,mau,sering,dari,saya,baik,lagi",-3,negative
324,Asria Djafar,5,2023-11-18T08:21:56.000,Aplikasi yang sangat menyenangkan. mudah di pelajari dan mudah di gunakan..Capcut Editor vidio dan foto yang paling the best dari yang lain,"aplikasi,yang,sangat,senang,mudah,ajar,mudah,foto,yang,terbaik,dari,yang,lain",-1,negative
325,susi roy,3,2023-11-11T11:59:33.000,"Sering ngeleg dan kalau misalnya aku lagi ngedit atau lagi nge-ekspo,,suka ada suara tapi ga ada fotonya,,, Dan tolong lebih di perbaiki lagi jangan cuman modal update doang tapi aplikasinya masih gitu gitu aja😪","sering,kalau,aku,lagi,lagi,ada,suara,tidak,ada,foto,tolong,lebih,baik,lagi,jangan,modal,terbaru,doang,aplikasi,saja",2,positive
326,Lera Gransia,3,2023-11-25T20:52:53.000,"aplikasinya sudah bagus untuk ngedit, tapi bikin kesal karena lama banget template nya di download padahal sinyal bagus 4G tapi lelet banget tolong di perbaiki lagi dan jangan boros banget Kouta nya","aplikasi,sudah,bagus,kesal,karena,lama,bagus,lambat,tolong,baik,lagi,jangan,boros",-9,negative
327,Fitria Sundoro,5,2023-11-08T13:49:06.000,"Aku kurang suka juga sihhh capcut yang sekarang, jelas jelas kok aku minta yang gk ada watermark nya tapi malah tiba tiba pas udah di ekspor malah ada watermark nya tolong yaa urusin masalah ini, klo udah baik lagi baru aku kasih bintang 5","aku,kurang,suka,yang,jelas,jelas,aku,minta,yang,tidak,ada,pas,sudah,ada,tolong,masalah,kalau,sudah,baik,lagi,aku,kasih",7,positive
328,Sherin Natasya,5,2023-11-04T07:59:15.000,"Haiii jadi saya mau memberikan optimi Jadi dari dulu saya emang kalo mau ngedit itu pake capcut dan kalo saya ngedit itu kadang"" ngeleg gitu tapi kadang "" engga saya suka sama ini capcut dari tahun 2022 suka bangetttttt saran saya kalo mau ngedit jangan pas udah nyampe di apk capcut langsung ke tombol edit itu bakal ngeleg tunggu dulu sampai 5 detik Udah byeee❤❤🧡🧡🧡🧡","jadi,saya,mau,beri,jadi,dari,saya,kalau,mau,itu,kalau,saya,itu,kadang,kadang,saya,suka,sama,dari,suka,saran,saya,kalau,mau,jangan,pas,sudah,sampai,aplikasi,langsung,itu,tunggu,sampai,sudah",16,positive
